"ID";"Sex";"Age";"Periods";"MentalDisorder_13";"PhysicalDisorder_14";"DomesticCircumstances_15";"OtherMotive_16"
"1106";"3000   ";"60700";"1976JJ00";"      49";"      13";"       0";"       4"
"1107";"3000   ";"60700";"1977JJ00";"      47";"      14";"       0";"       7"
"1108";"3000   ";"60700";"1978JJ00";"      41";"      18";"       3";"      13"
"1109";"3000   ";"60700";"1979JJ00";"      37";"      20";"       1";"      10"
"1110";"3000   ";"60700";"1980JJ00";"      55";"      15";"       4";"      13"
"1111";"3000   ";"60700";"1981JJ00";"      57";"      24";"       2";"       9"
"1112";"3000   ";"60700";"1982JJ00";"      55";"      20";"       4";"      11"
"1113";"3000   ";"60700";"1983JJ00";"      62";"      16";"      14";"       9"
"1114";"3000   ";"60700";"1984JJ00";"      49";"      12";"      11";"       9"
"1115";"3000   ";"60700";"1985JJ00";"      45";"      15";"       7";"      10"
"1116";"3000   ";"60700";"1986JJ00";"      45";"      15";"      13";"       6"
"1117";"3000   ";"60700";"1987JJ00";"      40";"      13";"       6";"       9"
"1118";"3000   ";"60700";"1988JJ00";"      42";"       8";"      14";"       7"
"1119";"3000   ";"60700";"1989JJ00";"      50";"      16";"       6";"       9"
"1120";"3000   ";"60700";"1990JJ00";"      42";"      12";"       9";"       9"
"1121";"3000   ";"60700";"1991JJ00";"      46";"      19";"       5";"       9"
"1122";"3000   ";"60700";"1992JJ00";"      59";"      12";"       4";"      13"
"1123";"3000   ";"60700";"1993JJ00";"      60";"      10";"       5";"       8"
"1124";"3000   ";"60700";"1994JJ00";"      59";"      12";"       9";"       7"
"1125";"3000   ";"60700";"1995JJ00";"      37";"      17";"       9";"      11"
"1126";"3000   ";"60700";"1996JJ00";"      33";"      22";"       6";"      14"
"1127";"3000   ";"60700";"1997JJ00";"      44";"      11";"      13";"      12"
"1128";"3000   ";"60700";"1998JJ00";"      45";"      12";"      10";"      14"
"1129";"3000   ";"60700";"1999JJ00";"      51";"      11";"       6";"      12"
"1130";"3000   ";"60700";"2000JJ00";"      38";"      12";"       7";"      14"
"1131";"3000   ";"60700";"2001JJ00";"      44";"      11";"       7";"      15"
"1132";"3000   ";"60700";"2002JJ00";"      50";"       8";"       8";"       9"
"1133";"3000   ";"60700";"2003JJ00";"      50";"       7";"       8";"      11"
"1134";"3000   ";"60700";"2004JJ00";"      43";"      12";"      10";"      19"
"1135";"3000   ";"60700";"2005JJ00";"      34";"      11";"      13";"      11"
"1136";"3000   ";"60700";"2006JJ00";"      53";"      27";"      13";"      13"
"1137";"3000   ";"60700";"2007JJ00";"      51";"      19";"      14";"      26"
"1138";"3000   ";"60700";"2008JJ00";"      64";"      14";"      14";"       7"
"1139";"3000   ";"60700";"2009JJ00";"      65";"      16";"      16";"      14"
"1140";"3000   ";"60700";"2010JJ00";"      67";"      11";"      10";"      16"
"1141";"3000   ";"60700";"2011JJ00";"      82";"       9";"       8";"      20"
"1142";"3000   ";"60700";"2012JJ00";"      65";"      15";"       5";"      27"
"1143";"3000   ";"60700";"2013JJ00";"      76";"      18";"      13";"      14"
"1144";"3000   ";"60700";"2014JJ00";"      74";"      15";"      13";"      20"
"1145";"3000   ";"60700";"2015JJ00";"      99";"      18";"      15";"      22"
"1146";"3000   ";"60700";"2016JJ00";"     124";"      22";"      14";"      14"
"1147";"3000   ";"60700";"2017JJ00";"     112";"      25";"      13";"      22"
"1148";"3000   ";"60700";"2018JJ00";"     103";"      22";"      15";"      15"
"1149";"3000   ";"60700";"2019JJ00";"     113";"      27";"      13";"      30"
"1150";"3000   ";"60700";"2020JJ00";"     107";"      13";"       9";"      18"
"1151";"3000   ";"60700";"2021JJ00";"     108";"      11";"      10";"      36"
"1152";"3000   ";"60800";"1950JJ00";"      19";"       7";"       0";"       9"
"1153";"3000   ";"60800";"1951JJ00";"       0";"       0";"       0";"       0"
"1154";"3000   ";"60800";"1952JJ00";"       0";"       0";"       0";"       0"
"1155";"3000   ";"60800";"1953JJ00";"       0";"       0";"       0";"       0"
"1156";"3000   ";"60800";"1954JJ00";"       0";"       0";"       0";"       0"
"1157";"3000   ";"60800";"1955JJ00";"      29";"      10";"       0";"      10"
"1158";"3000   ";"60800";"1956JJ00";"       0";"       0";"       0";"       0"
"1159";"3000   ";"60800";"1957JJ00";"      20";"      12";"       0";"       4"
"1160";"3000   ";"60800";"1958JJ00";"       0";"       0";"       0";"       0"
"1161";"3000   ";"60800";"1959JJ00";"       0";"       0";"       0";"       0"
"1162";"3000   ";"60800";"1960JJ00";"       0";"       0";"       0";"       0"
"1163";"3000   ";"60800";"1961JJ00";"       0";"       0";"       0";"       0"
"1164";"3000   ";"60800";"1962JJ00";"      33";"      18";"       1";"      10"
"1165";"3000   ";"60800";"1963JJ00";"       0";"       0";"       0";"       0"
"1166";"3000   ";"60800";"1964JJ00";"       0";"       0";"       0";"       0"
"1167";"3000   ";"60800";"1965JJ00";"      32";"      12";"       4";"      12"
"1168";"3000   ";"60800";"1966JJ00";"       0";"       0";"       0";"       0"
"1169";"3000   ";"60800";"1967JJ00";"      17";"      11";"       0";"      14"
"1170";"3000   ";"60800";"1968JJ00";"       0";"       0";"       0";"       0"
"1171";"3000   ";"60800";"1969JJ00";"      25";"      12";"       1";"       4"
"1172";"3000   ";"60800";"1970JJ00";"      33";"      15";"       1";"      10"
"1173";"3000   ";"60800";"1971JJ00";"      23";"      22";"       0";"      10"
"1174";"3000   ";"60800";"1972JJ00";"      20";"      13";"       3";"       9"
"1175";"3000   ";"60800";"1973JJ00";"      32";"      12";"       0";"       7"
"1176";"3000   ";"60800";"1974JJ00";"      36";"      11";"       2";"       9"
"1177";"3000   ";"60800";"1975JJ00";"      31";"      18";"       0";"      15"
"1178";"3000   ";"60800";"1976JJ00";"      32";"      20";"       3";"       5"
"1179";"3000   ";"60800";"1977JJ00";"      27";"      19";"       0";"       7"
"1180";"3000   ";"60800";"1978JJ00";"      21";"      16";"       0";"       6"
"1181";"3000   ";"60800";"1979JJ00";"      30";"      13";"       0";"       7"
"1182";"3000   ";"60800";"1980JJ00";"      36";"      19";"       3";"       3"
"1183";"3000   ";"60800";"1981JJ00";"      26";"      23";"       2";"       3"
"1184";"3000   ";"60800";"1982JJ00";"      44";"      15";"       0";"       5"
"1185";"3000   ";"60800";"1983JJ00";"      60";"      14";"       3";"      12"
"1186";"3000   ";"60800";"1984JJ00";"      47";"      12";"       5";"      10"
"1187";"3000   ";"60800";"1985JJ00";"      27";"      16";"       8";"       5"
"1188";"3000   ";"60800";"1986JJ00";"      21";"      16";"       3";"       1"
"1189";"3000   ";"60800";"1987JJ00";"      24";"      12";"       3";"       3"
"1190";"3000   ";"60800";"1988JJ00";"      27";"      12";"       3";"       3"
"1191";"3000   ";"60800";"1989JJ00";"      28";"      14";"       7";"      10"
"1192";"3000   ";"60800";"1990JJ00";"      25";"      16";"       5";"       7"
"1193";"3000   ";"60800";"1991JJ00";"      35";"      24";"       5";"       9"
"1194";"3000   ";"60800";"1992JJ00";"      44";"      11";"       3";"       6"
"1195";"3000   ";"60800";"1993JJ00";"      53";"       7";"       4";"       8"
"1196";"3000   ";"60800";"1994JJ00";"      40";"      17";"       4";"       7"
"1197";"3000   ";"60800";"1995JJ00";"      23";"      17";"       9";"      10"
"1198";"3000   ";"60800";"1996JJ00";"      22";"      24";"       5";"      14"
"1199";"3000   ";"60800";"1997JJ00";"      27";"      11";"       4";"      10"
"1200";"3000   ";"60800";"1998JJ00";"      29";"      10";"       2";"       7"
"1201";"3000   ";"60800";"1999JJ00";"      34";"       7";"       3";"       5"
"1202";"3000   ";"60800";"2000JJ00";"      21";"      16";"       4";"       8"
"1203";"3000   ";"60800";"2001JJ00";"      21";"      18";"       6";"       9"
"1204";"3000   ";"60800";"2002JJ00";"      28";"      16";"       4";"       7"
"1205";"3000   ";"60800";"2003JJ00";"      31";"      16";"       3";"       8"
"1206";"3000   ";"60800";"2004JJ00";"      21";"      15";"       3";"       8"
"1207";"3000   ";"60800";"2005JJ00";"      25";"      17";"       7";"       9"
"1208";"3000   ";"60800";"2006JJ00";"      24";"      19";"       6";"      11"
"1209";"3000   ";"60800";"2007JJ00";"      33";"      15";"       3";"       6"
"1210";"3000   ";"60800";"2008JJ00";"      25";"      17";"       6";"      13"
"1211";"3000   ";"60800";"2009JJ00";"      33";"      17";"       6";"       8"
"1212";"3000   ";"60800";"2010JJ00";"      38";"       9";"       1";"       5"
"1213";"3000   ";"60800";"2011JJ00";"      26";"      14";"       9";"      10"
"1214";"3000   ";"60800";"2012JJ00";"      36";"       8";"       3";"       4"
"1215";"3000   ";"60800";"2013JJ00";"      38";"      14";"       1";"       9"
"1216";"3000   ";"60800";"2014JJ00";"      42";"      18";"       7";"       7"
"1217";"3000   ";"60800";"2015JJ00";"      42";"      20";"       4";"      13"
"1218";"3000   ";"60800";"2016JJ00";"      45";"      22";"       8";"       9"
"1219";"3000   ";"60800";"2017JJ00";"      42";"      24";"       3";"      12"
"1220";"3000   ";"60800";"2018JJ00";"      51";"      26";"       2";"       9"
"1221";"3000   ";"60800";"2019JJ00";"      50";"      25";"       9";"      17"
"1222";"3000   ";"60800";"2020JJ00";"      66";"      29";"       4";"       7"
"1223";"3000   ";"60800";"2021JJ00";"      62";"      24";"       5";"       7"
"1224";"3000   ";"21700";"1950JJ00";"       5";"       3";"       0";"       1"
"1225";"3000   ";"21700";"1951JJ00";"       0";"       0";"       0";"       0"
"1226";"3000   ";"21700";"1952JJ00";"       0";"       0";"       0";"       0"
"1227";"3000   ";"21700";"1953JJ00";"       0";"       0";"       0";"       0"
"1228";"3000   ";"21700";"1954JJ00";"       0";"       0";"       0";"       0"
"1229";"3000   ";"21700";"1955JJ00";"      13";"       2";"       0";"       4"
"1230";"3000   ";"21700";"1956JJ00";"       0";"       0";"       0";"       0"
"1231";"3000   ";"21700";"1957JJ00";"       8";"       8";"       0";"       1"
"1232";"3000   ";"21700";"1958JJ00";"       0";"       0";"       0";"       0"
"1233";"3000   ";"21700";"1959JJ00";"       0";"       0";"       0";"       0"
"1234";"3000   ";"21700";"1960JJ00";"       0";"       0";"       0";"       0"
"1235";"3000   ";"21700";"1961JJ00";"       0";"       0";"       0";"       0"
"1236";"3000   ";"21700";"1962JJ00";"      11";"       5";"       0";"       5"
"1237";"3000   ";"21700";"1963JJ00";"       0";"       0";"       0";"       0"
"1238";"3000   ";"21700";"1964JJ00";"       0";"       0";"       0";"       0"
"1239";"3000   ";"21700";"1965JJ00";"      22";"       8";"       1";"       4"
"1240";"3000   ";"21700";"1966JJ00";"       0";"       0";"       0";"       0"
"1241";"3000   ";"21700";"1967JJ00";"      13";"      13";"       1";"       4"
"1242";"3000   ";"21700";"1968JJ00";"       0";"       0";"       0";"       0"
"1243";"3000   ";"21700";"1969JJ00";"       9";"       5";"       0";"      13"
"1244";"3000   ";"21700";"1970JJ00";"      20";"       9";"       0";"       3"
"1245";"3000   ";"21700";"1971JJ00";"       9";"       8";"       0";"       4"
"1246";"3000   ";"21700";"1972JJ00";"      15";"      11";"       0";"       9"
"1247";"3000   ";"21700";"1973JJ00";"      12";"       5";"       2";"       3"
"1248";"3000   ";"21700";"1974JJ00";"      16";"      10";"       0";"       4"
"1249";"3000   ";"21700";"1975JJ00";"      16";"      10";"       0";"       5"
"1250";"3000   ";"21700";"1976JJ00";"      21";"       9";"       0";"       6"
"1251";"3000   ";"21700";"1977JJ00";"      16";"      11";"       0";"       3"
"1252";"3000   ";"21700";"1978JJ00";"      10";"      10";"       0";"       2"
"1253";"3000   ";"21700";"1979JJ00";"      10";"      11";"       1";"       3"
"1254";"3000   ";"21700";"1980JJ00";"      16";"       9";"       0";"       8"
"1255";"3000   ";"21700";"1981JJ00";"      10";"      10";"       0";"       1"
"1256";"3000   ";"21700";"1982JJ00";"      17";"      10";"       0";"       3"
"1257";"3000   ";"21700";"1983JJ00";"      23";"       9";"       3";"       4"
"1258";"3000   ";"21700";"1984JJ00";"      23";"       8";"       1";"       3"
"1259";"3000   ";"21700";"1985JJ00";"      22";"       9";"       0";"       2"
"1260";"3000   ";"21700";"1986JJ00";"      23";"       6";"       2";"       1"
"1261";"3000   ";"21700";"1987JJ00";"      15";"       7";"       0";"       6"
"1262";"3000   ";"21700";"1988JJ00";"      14";"      10";"       3";"       4"
"1263";"3000   ";"21700";"1989JJ00";"       9";"       7";"       2";"       0"
"1264";"3000   ";"21700";"1990JJ00";"      19";"      14";"       3";"       5"
"1265";"3000   ";"21700";"1991JJ00";"      16";"      16";"       7";"       8"
"1266";"3000   ";"21700";"1992JJ00";"      22";"       8";"       3";"       4"
"1267";"3000   ";"21700";"1993JJ00";"      18";"       4";"       0";"       4"
"1268";"3000   ";"21700";"1994JJ00";"      26";"      11";"       2";"       4"
"1269";"3000   ";"21700";"1995JJ00";"       7";"      15";"       5";"       6"
"1270";"3000   ";"21700";"1996JJ00";"      12";"      15";"       3";"      11"
"1271";"3000   ";"21700";"1997JJ00";"      13";"      22";"       2";"       7"
"1272";"3000   ";"21700";"1998JJ00";"      16";"      19";"       3";"       8"
"1273";"3000   ";"21700";"1999JJ00";"      17";"      12";"       2";"       5"
"1274";"3000   ";"21700";"2000JJ00";"      21";"      16";"       1";"       3"
"1275";"3000   ";"21700";"2001JJ00";"      18";"      12";"       4";"       7"
"1276";"3000   ";"21700";"2002JJ00";"      19";"      13";"       3";"       4"
"1277";"3000   ";"21700";"2003JJ00";"      17";"      12";"       0";"       6"
"1278";"3000   ";"21700";"2004JJ00";"      11";"      22";"       2";"       9"
"1279";"3000   ";"21700";"2005JJ00";"      13";"      17";"       4";"       8"
"1280";"3000   ";"21700";"2006JJ00";"      14";"      23";"       4";"       9"
"1281";"3000   ";"21700";"2007JJ00";"      16";"      14";"       3";"       5"
"1282";"3000   ";"21700";"2008JJ00";"      14";"       8";"       1";"       9"
"1283";"3000   ";"21700";"2009JJ00";"      14";"      20";"       6";"       7"
"1284";"3000   ";"21700";"2010JJ00";"      17";"       9";"       2";"       1"
"1285";"3000   ";"21700";"2011JJ00";"      16";"      18";"       4";"       4"
"1286";"3000   ";"21700";"2012JJ00";"      19";"      16";"       3";"       6"
"1287";"3000   ";"21700";"2013JJ00";"      25";"      11";"       2";"       4"
"1288";"3000   ";"21700";"2014JJ00";"      16";"      14";"       1";"      11"
"1289";"3000   ";"21700";"2015JJ00";"      29";"      19";"       5";"       6"
"1290";"3000   ";"21700";"2016JJ00";"      19";"      27";"       0";"      12"
"1291";"3000   ";"21700";"2017JJ00";"      22";"      22";"       5";"       8"
"1292";"3000   ";"21700";"2018JJ00";"      23";"      22";"       6";"       9"
"1293";"3000   ";"21700";"2019JJ00";"      31";"      23";"       6";"      10"
"1294";"3000   ";"21700";"2020JJ00";"      30";"      16";"       4";"       6"
"1295";"3000   ";"21700";"2021JJ00";"      41";"      13";"       4";"      13"
"1296";"4000   ";"10000";"1950JJ00";"      77";"      16";"       5";"      19"
"1297";"4000   ";"10000";"1951JJ00";"       0";"       0";"       0";"       0"
"1298";"4000   ";"10000";"1952JJ00";"       0";"       0";"       0";"       0"
"1299";"4000   ";"10000";"1953JJ00";"       0";"       0";"       0";"       0"
"1300";"4000   ";"10000";"1954JJ00";"       0";"       0";"       0";"       0"
"1301";"4000   ";"10000";"1955JJ00";"     108";"      22";"       2";"      23"
"1302";"4000   ";"10000";"1956JJ00";"       0";"       0";"       0";"       0"
"1303";"4000   ";"10000";"1957JJ00";"     169";"      30";"       5";"      35"
"1304";"4000   ";"10000";"1958JJ00";"       0";"       0";"       0";"       0"
"1305";"4000   ";"10000";"1959JJ00";"       0";"       0";"       0";"       0"
"1306";"4000   ";"10000";"1960JJ00";"       0";"       0";"       0";"       0"
"1307";"4000   ";"10000";"1961JJ00";"       0";"       0";"       0";"       0"
"1308";"4000   ";"10000";"1962JJ00";"     133";"      38";"      11";"      29"
"1309";"4000   ";"10000";"1963JJ00";"       0";"       0";"       0";"       0"
"1310";"4000   ";"10000";"1964JJ00";"       0";"       0";"       0";"       0"
"1311";"4000   ";"10000";"1965JJ00";"     166";"      29";"       6";"      25"
"1312";"4000   ";"10000";"1966JJ00";"       0";"       0";"       0";"       0"
"1313";"4000   ";"10000";"1967JJ00";"     141";"      25";"       8";"      18"
"1314";"4000   ";"10000";"1968JJ00";"       0";"       0";"       0";"       0"
"1315";"4000   ";"10000";"1969JJ00";"     182";"      35";"       6";"      27"
"1316";"4000   ";"10000";"1970JJ00";"     204";"      35";"       7";"      32"
"1317";"4000   ";"10000";"1971JJ00";"     263";"      40";"       9";"      32"
"1318";"4000   ";"10000";"1972JJ00";"     261";"      32";"       7";"      35"
"1319";"4000   ";"10000";"1973JJ00";"     305";"      15";"       7";"      25"
"1320";"4000   ";"10000";"1974JJ00";"     280";"      29";"      11";"      24"
"1321";"4000   ";"10000";"1975JJ00";"     266";"      33";"      11";"      32"
"1322";"4000   ";"10000";"1976JJ00";"     248";"      31";"      13";"      23"
"1323";"4000   ";"10000";"1977JJ00";"     237";"      29";"       6";"      25"
"1324";"4000   ";"10000";"1978JJ00";"     289";"      41";"      11";"      30"
"1325";"4000   ";"10000";"1979JJ00";"     304";"      53";"      19";"      37"
"1326";"4000   ";"10000";"1980JJ00";"     281";"      35";"      11";"      23"
"1327";"4000   ";"10000";"1981JJ00";"     290";"      47";"      12";"      27"
"1328";"4000   ";"10000";"1982JJ00";"     336";"      36";"      24";"      28"
"1329";"4000   ";"10000";"1983JJ00";"     383";"      16";"      51";"      37"
"1330";"4000   ";"10000";"1984JJ00";"     368";"      19";"      51";"      25"
"1331";"4000   ";"10000";"1985JJ00";"     250";"      20";"      56";"      29"
"1332";"4000   ";"10000";"1986JJ00";"     258";"      16";"      57";"      19"
"1333";"4000   ";"10000";"1987JJ00";"     235";"      24";"      40";"      31"
"1334";"4000   ";"10000";"1988JJ00";"     229";"      23";"      41";"      18"
"1335";"4000   ";"10000";"1989JJ00";"     302";"      22";"      57";"      43"
"1336";"4000   ";"10000";"1990JJ00";"     302";"      36";"      45";"      40"
"1337";"4000   ";"10000";"1991JJ00";"     324";"      34";"      55";"      31"
"1338";"4000   ";"10000";"1992JJ00";"     327";"      29";"      30";"      27"
"1339";"4000   ";"10000";"1993JJ00";"     322";"      19";"      42";"      28"
"1340";"4000   ";"10000";"1994JJ00";"     269";"      27";"      50";"      29"
"1341";"4000   ";"10000";"1995JJ00";"     236";"      59";"      49";"      38"
"1342";"4000   ";"10000";"1996JJ00";"     277";"      52";"      33";"      45"
"1343";"4000   ";"10000";"1997JJ00";"     260";"      48";"      35";"      46"
"1344";"4000   ";"10000";"1998JJ00";"     265";"      45";"      39";"      42"
"1345";"4000   ";"10000";"1999JJ00";"     265";"      35";"      30";"      48"
"1346";"4000   ";"10000";"2000JJ00";"     258";"      38";"      28";"      33"
"1347";"4000   ";"10000";"2001JJ00";"     245";"      40";"      32";"      22"
"1348";"4000   ";"10000";"2002JJ00";"     276";"      41";"      34";"      33"
"1349";"4000   ";"10000";"2003JJ00";"     263";"      42";"      19";"      35"
"1350";"4000   ";"10000";"2004JJ00";"     290";"      47";"      30";"      40"
"1351";"4000   ";"10000";"2005JJ00";"     254";"      46";"      34";"      39"
"1352";"4000   ";"10000";"2006JJ00";"     289";"      36";"      39";"      29"
"1353";"4000   ";"10000";"2007JJ00";"     237";"      29";"      28";"      41"
"1354";"4000   ";"10000";"2008JJ00";"     280";"      44";"      35";"      28"
"1355";"4000   ";"10000";"2009JJ00";"     289";"      32";"      24";"      25"
"1356";"4000   ";"10000";"2010JJ00";"     275";"      32";"      22";"      27"
"1357";"4000   ";"10000";"2011JJ00";"     291";"      33";"      30";"      33"
"1358";"4000   ";"10000";"2012JJ00";"     328";"      33";"      28";"      31"
"1359";"4000   ";"10000";"2013JJ00";"     304";"      39";"      24";"      30"
"1360";"4000   ";"10000";"2014JJ00";"     318";"      51";"      36";"      32"
"1361";"4000   ";"10000";"2015JJ00";"     353";"      46";"      18";"      31"
"1362";"4000   ";"10000";"2016JJ00";"     385";"      60";"      28";"      28"
"1363";"4000   ";"10000";"2017JJ00";"     388";"      59";"      33";"      41"
"1364";"4000   ";"10000";"2018JJ00";"     459";"      55";"      25";"      29"
"1365";"4000   ";"10000";"2019JJ00";"     362";"      52";"      25";"      42"
"1366";"4000   ";"10000";"2020JJ00";"     372";"      38";"      25";"      30"
"1367";"4000   ";"10000";"2021JJ00";"     340";"      53";"      20";"      36"
"1368";"4000   ";"41400";"1950JJ00";"       1";"       0";"       0";"       0"
"1369";"4000   ";"41400";"1951JJ00";"       0";"       0";"       0";"       0"
"1370";"4000   ";"41400";"1952JJ00";"       0";"       0";"       0";"       0"
"1371";"4000   ";"41400";"1953JJ00";"       0";"       0";"       0";"       0"
"1372";"4000   ";"41400";"1954JJ00";"       0";"       0";"       0";"       0"
"1373";"4000   ";"41400";"1955JJ00";"       1";"       1";"       0";"       0"
"1374";"4000   ";"41400";"1956JJ00";"       0";"       0";"       0";"       0"
"1375";"4000   ";"41400";"1957JJ00";"       0";"       0";"       0";"       0"
"1376";"4000   ";"41400";"1958JJ00";"       0";"       0";"       0";"       0"
"1377";"4000   ";"41400";"1959JJ00";"       0";"       0";"       0";"       0"
"1378";"4000   ";"41400";"1960JJ00";"       0";"       0";"       0";"       0"
"1379";"4000   ";"41400";"1961JJ00";"       0";"       0";"       0";"       0"
"1380";"4000   ";"41400";"1962JJ00";"       2";"       0";"       1";"       1"
"1381";"4000   ";"41400";"1963JJ00";"       0";"       0";"       0";"       0"
"1382";"4000   ";"41400";"1964JJ00";"       0";"       0";"       0";"       0"
"1383";"4000   ";"41400";"1965JJ00";"       1";"       0";"       0";"       0"
"1384";"4000   ";"41400";"1966JJ00";"       0";"       0";"       0";"       0"
"1385";"4000   ";"41400";"1967JJ00";"       1";"       0";"       1";"       0"
"1386";"4000   ";"41400";"1968JJ00";"       0";"       0";"       0";"       0"
"1387";"4000   ";"41400";"1969JJ00";"       3";"       0";"       1";"       0"
"1388";"4000   ";"41400";"1970JJ00";"       2";"       0";"       1";"       1"
"1389";"4000   ";"41400";"1971JJ00";"       7";"       0";"       1";"       0"
"1390";"4000   ";"41400";"1972JJ00";"       4";"       0";"       0";"       1"
"1391";"4000   ";"41400";"1973JJ00";"       7";"       1";"       0";"       1"
"1392";"4000   ";"41400";"1974JJ00";"       5";"       0";"       0";"       2"
"1393";"4000   ";"41400";"1975JJ00";"       7";"       0";"       0";"       0"
"1394";"4000   ";"41400";"1976JJ00";"       4";"       0";"       0";"       0"
"1395";"4000   ";"41400";"1977JJ00";"       1";"       0";"       0";"       0"
"1396";"4000   ";"41400";"1978JJ00";"       1";"       0";"       1";"       0"
"1397";"4000   ";"41400";"1979JJ00";"       2";"       0";"       1";"       0"
"1398";"4000   ";"41400";"1980JJ00";"       2";"       0";"       0";"       0"
"1399";"4000   ";"41400";"1981JJ00";"       4";"       0";"       0";"       1"
"1400";"4000   ";"41400";"1982JJ00";"       8";"       0";"       2";"       2"
"1401";"4000   ";"41400";"1983JJ00";"       5";"       0";"       2";"       0"
"1402";"4000   ";"41400";"1984JJ00";"       5";"       0";"       3";"       0"
"1403";"4000   ";"41400";"1985JJ00";"       3";"       0";"       1";"       0"
"1404";"4000   ";"41400";"1986JJ00";"       2";"       0";"       1";"       0"
"1405";"4000   ";"41400";"1987JJ00";"       2";"       0";"       1";"       1"
"1406";"4000   ";"41400";"1988JJ00";"       2";"       0";"       3";"       0"
"1407";"4000   ";"41400";"1989JJ00";"       3";"       0";"       6";"       2"
"1408";"4000   ";"41400";"1990JJ00";"       5";"       2";"       4";"       1"
"1409";"4000   ";"41400";"1991JJ00";"       1";"       0";"       2";"       0"
"1410";"4000   ";"41400";"1992JJ00";"       6";"       0";"       4";"       0"
"1411";"4000   ";"41400";"1993JJ00";"       4";"       0";"       4";"       0"
"1412";"4000   ";"41400";"1994JJ00";"       7";"       0";"       2";"       1"
"1413";"4000   ";"41400";"1995JJ00";"       1";"       1";"       5";"       0"
"1414";"4000   ";"41400";"1996JJ00";"       4";"       1";"       2";"       1"
"1415";"4000   ";"41400";"1997JJ00";"       6";"       0";"       2";"       2"
"1416";"4000   ";"41400";"1998JJ00";"       3";"       0";"       5";"       1"
"1417";"4000   ";"41400";"1999JJ00";"       6";"       0";"       6";"       3"
"1418";"4000   ";"41400";"2000JJ00";"       1";"       1";"       3";"       0"
"1419";"4000   ";"41400";"2001JJ00";"       5";"       0";"       4";"       0"
"1420";"4000   ";"41400";"2002JJ00";"       8";"       0";"       3";"       0"
"1421";"4000   ";"41400";"2003JJ00";"       7";"       0";"       0";"       0"
"1422";"4000   ";"41400";"2004JJ00";"       2";"       0";"       4";"       1"
"1423";"4000   ";"41400";"2005JJ00";"       5";"       0";"       1";"       0"
"1424";"4000   ";"41400";"2006JJ00";"      10";"       1";"       3";"       0"
"1425";"4000   ";"41400";"2007JJ00";"       6";"       0";"       1";"       0"
"1426";"4000   ";"41400";"2008JJ00";"       8";"       0";"       0";"       0"
"1427";"4000   ";"41400";"2009JJ00";"       6";"       0";"       2";"       0"
"1428";"4000   ";"41400";"2010JJ00";"       5";"       0";"       3";"       0"
"1429";"4000   ";"41400";"2011JJ00";"       7";"       0";"       3";"       0"
"1430";"4000   ";"41400";"2012JJ00";"       7";"       0";"       2";"       1"
"1431";"4000   ";"41400";"2013JJ00";"      15";"       0";"       2";"       0"
"1432";"4000   ";"41400";"2014JJ00";"      12";"       0";"       3";"       2"
"1433";"4000   ";"41400";"2015JJ00";"      12";"       1";"       0";"       0"
"1434";"4000   ";"41400";"2016JJ00";"      15";"       0";"       1";"       0"
"1435";"4000   ";"41400";"2017JJ00";"      19";"       0";"       3";"       1"
"1436";"4000   ";"41400";"2018JJ00";"      17";"       0";"       0";"       0"
"1437";"4000   ";"41400";"2019JJ00";"      18";"       0";"       3";"       0"
"1438";"4000   ";"41400";"2020JJ00";"      19";"       0";"       2";"       2"
"1439";"4000   ";"41400";"2021JJ00";"      15";"       0";"       0";"       1"
"1440";"4000   ";"60300";"1950JJ00";"      11";"       0";"       1";"       0"
"1441";"4000   ";"60300";"1951JJ00";"       0";"       0";"       0";"       0"
"1442";"4000   ";"60300";"1952JJ00";"       0";"       0";"       0";"       0"
"1443";"4000   ";"60300";"1953JJ00";"       0";"       0";"       0";"       0"
"1444";"4000   ";"60300";"1954JJ00";"       0";"       0";"       0";"       0"
"1445";"4000   ";"60300";"1955JJ00";"       8";"       0";"       1";"       0"
"1446";"4000   ";"60300";"1956JJ00";"       0";"       0";"       0";"       0"
"1447";"4000   ";"60300";"1957JJ00";"       3";"       1";"       2";"       0"
"1448";"4000   ";"60300";"1958JJ00";"       0";"       0";"       0";"       0"
"1449";"4000   ";"60300";"1959JJ00";"       0";"       0";"       0";"       0"
"1450";"4000   ";"60300";"1960JJ00";"       0";"       0";"       0";"       0"
"1451";"4000   ";"60300";"1961JJ00";"       0";"       0";"       0";"       0"
"1452";"4000   ";"60300";"1962JJ00";"      10";"       1";"       0";"       0"
"1453";"4000   ";"60300";"1963JJ00";"       0";"       0";"       0";"       0"
"1454";"4000   ";"60300";"1964JJ00";"       0";"       0";"       0";"       0"
"1455";"4000   ";"60300";"1965JJ00";"      11";"       0";"       0";"       0"
"1456";"4000   ";"60300";"1966JJ00";"       0";"       0";"       0";"       0"
"1457";"4000   ";"60300";"1967JJ00";"       8";"       2";"       2";"       0"
"1458";"4000   ";"60300";"1968JJ00";"       0";"       0";"       0";"       0"
"1459";"4000   ";"60300";"1969JJ00";"      15";"       3";"       1";"       1"
"1460";"4000   ";"60300";"1970JJ00";"      22";"       1";"       2";"       1"
"1461";"4000   ";"60300";"1971JJ00";"      24";"       0";"       4";"       0"
"1462";"4000   ";"60300";"1972JJ00";"      32";"       0";"       3";"       0"
